,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200,Name,Change,%_Change,50_Day_Avg,200_Day_Avg,fund_extended_name,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,f_size,net_annual_expense_ratio_fund,price_earnings,price_book,morningstar_return_rating,fund_return_1month,fund_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_2018,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,morningstar_risk_rating,fund_alpha_3years,fund_beta_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
629,DROYX,Diamond Hill Research Opportunities Fund Class Y,20.4,-0.87,-0.18,24.9,15.17,19.045588000000002,21.54397,Diamond Hill Research Opportunities Fund Class Y,-0.18,-0.87,19.05,21.54,Diamond Hill Research Opportunities Fund Class Y,Diamond Hill Funds,56.99,9.8,0.08,3,2011-12-29,Blend,Medium,1.39,12.93,1.66,4.0,-2.49,9.8,0.1,6.27,3.74,11.37,-12.73,10.94,89.06,0.0,0.01,0.0,0.0,3.92,19.45,14.35,2.64,1.96,13.86,0.0,0.61,0.52,22.89,19.81,5.0,-7.14,1.06,76.22,13.08,0.43,4.68
630,FSHOX,Fidelity Select Construction & Housing Portfolio,56.0,-1.58,-0.9,67.28,37.9,49.391766,57.361763,Fidelity Select Construction & Housing Portfolio,-0.9,-1.58,49.39,57.36,Fidelity Select Construction & Housing Portfolio,Fidelity Investments,230.93,18.11,0.87,3,1986-09-28,Blend,Large,0.8,18.66,3.32,3.0,3.82,18.11,6.76,9.24,9.65,17.07,-15.59,0.71,99.29,0.0,0.0,0.0,0.0,15.68,48.54,0.0,20.09,0.0,0.0,0.0,0.0,0.0,15.69,0.0,4.0,-2.15,1.15,61.33,14.77,0.59,6.9
631,MGFIX,AMG Managers Loomis Sayles Bond Fund Class N,26.31,-0.04,-0.01,27.74,24.44,25.949118,26.69125,AMG Managers Loomis Sayles Bond Fund Class N,-0.01,-0.04,25.95,26.69,AMG Managers Loomis Sayles Bond Fund Class N,AMG Funds,1220.0,3.97,3.26,5,1984-05-31,Value,Large,0.7,10.38,1.6,5.0,1.51,3.97,2.96,3.66,2.84,7.56,-1.82,13.94,1.48,82.21,0.0,0.93,1.44,0.0,0.0,0.0,0.0,0.0,24.15,0.0,54.56,0.0,0.0,21.29,5.0,1.75,0.8,59.42,3.02,0.78,2.98
632,BSPIX,iShares S&P 500 Index Fund Institutional Shares,359.87,-0.19,-0.69,402.02,266.35,340.10675,357.90604,iShares S&P 500 Index Fund Institutional Shares,-0.69,-0.19,340.11,357.91,iShares S&P 500 Index Fund Institutional Shares,BlackRock,18560.0,13.61,1.82,4,2013-04-09,Blend,Large,0.11,17.04,2.97,4.0,1.94,13.61,9.41,13.4,10.8,15.78,-4.44,0.67,99.33,0.0,0.0,0.0,0.0,2.45,11.89,15.41,2.49,7.77,14.5,3.33,3.57,5.42,10.23,22.94,3.0,-0.08,1.0,100.0,10.71,1.11,12.13
633,SFLWX,AIG Focused Alpha Large-Cap Fund Class W,27.46,1.55,0.420001,30.17,19.99,25.470295,26.456102,AIG Focused Alpha Large-Cap Fund Class W,0.42,1.55,25.47,26.46,AIG Focused Alpha Large-Cap Fund Class W,AIG,628.08,14.22,0.0,3,2012-01-22,Growth,Large,1.52,16.97,2.96,3.0,1.35,14.22,9.6,16.1,11.48,16.53,-2.96,0.56,99.44,0.0,0.0,0.0,0.0,5.53,10.66,23.24,0.0,0.0,14.12,4.93,11.0,4.91,10.26,15.34,3.0,1.07,1.12,88.28,12.8,1.13,13.22
634,SCGVX,Sands Capital Global Growth Fund Investor Shares,28.68,0.7,0.2,28.55,20.29,26.355883000000002,26.109632,Sands Capital Global Growth Fund Investor Shares,0.2,0.7,26.36,26.11,Sands Capital Global Growth Fund Investor Shares,Sands Capital,1350.0,15.94,0.0,5,2010-03-30,Growth,Large,1.17,33.27,6.52,5.0,2.61,15.94,6.77,17.91,10.12,0.0,-2.86,3.9,96.1,0.0,0.0,0.0,0.0,1.54,32.98,11.44,0.0,3.07,21.61,0.0,0.0,0.0,1.8,27.56,5.0,8.36,1.12,69.83,14.23,1.14,14.8
635,DODFX,Dodge & Cox International Stock Fund,34.3,0.68,0.23,45.04,26.29,31.671470000000003,37.844852,Dodge & Cox International Stock Fund,0.23,0.68,31.67,37.84,Dodge & Cox International Stock Fund,Dodge & Cox,51090.0,9.78,2.67,4,2001-04-30,Value,Large,0.63,11.32,1.07,4.0,-0.81,9.78,-8.0,7.87,0.85,10.25,-17.98,2.1,97.19,0.0,0.0,0.71,0.0,6.03,8.18,29.76,0.7,0.68,16.8,1.3,4.99,8.54,6.66,16.38,5.0,-0.64,1.09,84.51,12.55,0.56,6.02
636,QTSRX,AQR TM Small Cap Momentum Style Fund Class R6,17.85,-1.98,-0.360001,20.72,12.35,16.306176999999998,17.934706,AQR TM Small Cap Momentum Style Fund Class R6,-0.36,-1.98,16.31,17.93,AQR TM Small Cap Momentum Style Fund Class R6,AQR Funds,54.14,15.87,0.32,2,2014-07-09,Growth,Small,0.5,16.63,2.76,2.0,-1.37,15.87,0.31,12.29,5.87,0.0,-12.16,0.2,96.42,0.0,3.38,0.0,0.0,3.83,17.73,10.28,2.72,5.63,22.94,1.6,1.86,2.69,11.77,18.95,3.0,-4.16,1.32,74.59,16.38,0.71,8.34
637,FSBCX,Federated Global Allocation Fund Class C Shares,18.35,0.22,0.04,19.79,14.69,17.441471,18.340662,Federated Global Allocation Fund Class C Shares,0.04,0.22,17.44,18.34,Federated Global Allocation Fund Class C Shares,Federated,360.8,8.93,1.15,2,1993-04-18,Blend,Large,1.95,12.64,1.91,3.0,0.94,8.93,-0.33,5.54,2.68,7.47,-9.25,20.37,47.7,23.32,6.18,0.02,0.06,5.75,14.76,18.89,3.55,8.19,10.43,4.03,2.56,6.03,11.8,14.01,3.0,-3.75,1.22,93.74,7.75,0.57,3.47
638,KMKYX,Kinetics Market Opportunities Fund Class Institutional,25.42,0.95,0.24,28.46,19.55,23.93,25.314192000000002,Kinetics Market Opportunities Fund Class Institutional,0.24,0.95,23.93,25.31,Kinetics Market Opportunities Fund Class Institutional,Kinetics,81.89,15.12,0.0,3,2008-05-18,Growth,Medium,1.2,24.25,3.39,3.0,1.76,15.12,8.59,21.38,9.78,15.63,-10.7,47.86,46.49,0.0,5.35,0.3,0.0,0.35,0.0,27.6,65.31,0.07,0.0,0.0,0.0,0.0,6.67,0.0,4.0,11.96,0.62,18.27,15.55,1.24,32.44
639,SEEKX,Crossmark Steward Large Cap Enhanced Index Fund Class A,41.21,-0.63,-0.259997,48.19,29.9,38.51706,42.338159999999995,Crossmark Steward Large Cap Enhanced Index Fund Class A,-0.26,-0.63,38.52,42.34,Crossmark Steward Large Cap Enhanced Index Fund Class A,Crossmark Steward Funds,413.49,13.51,0.97,4,2004-09-30,Blend,Large,0.84,14.61,2.2,4.0,1.08,13.51,5.93,11.71,8.68,16.1,-7.18,1.18,98.82,0.0,0.0,0.0,0.0,2.29,11.06,19.08,2.19,8.18,12.39,3.52,1.89,7.83,11.36,20.2,4.0,-2.02,1.04,98.82,11.21,0.93,10.04
640,ABINX,American Century Balanced Fund I Class,19.0,-0.11,-0.02,19.82,15.65,18.32147,18.720074,American Century Balanced Fund I Class,-0.02,-0.11,18.32,18.72,American Century Balanced Fund I Class,American Century Investments,883.98,9.43,1.69,4,2000-04-30,Growth,Large,0.71,16.86,3.3,4.0,1.69,9.43,5.72,8.33,6.28,10.36,-3.72,3.07,54.98,41.86,0.09,0.0,0.0,1.91,13.36,13.15,3.49,6.17,17.54,1.19,2.01,4.33,8.12,28.74,2.0,-0.18,1.07,92.6,6.82,1.02,6.56
641,PARDX,T. Rowe Price Retirement 2040 Fund Advisor Class,24.93,-0.04,-0.01,28.23,18.99,23.500882999999998,25.285954999999998,T. Rowe Price Retirement 2040 Fund Advisor Class,-0.01,-0.04,23.5,25.29,T. Rowe Price Retirement 2040 Fund Advisor Class,T. Rowe Price,15430.0,11.78,1.13,5,2003-10-29,Growth,Large,0.97,16.54,2.15,5.0,1.23,11.78,3.06,10.52,7.12,13.35,-7.5,2.18,84.62,12.96,0.06,0.11,0.08,4.28,12.35,17.94,2.72,7.5,14.68,4.22,2.57,4.34,10.18,19.23,4.0,-0.33,1.42,95.67,8.9,1.02,6.49
642,LMIYX,Lord Abbett Micro Cap Growth Fund Class I,15.93,-2.27,-0.370001,17.89,9.74,14.11147,14.64375,Lord Abbett Micro Cap Growth Fund Class I,-0.37,-2.27,14.11,14.64,Lord Abbett Micro Cap Growth Fund Class I,Lord Abbett,135.82,22.62,0.0,4,1999-07-08,Growth,Small,1.63,23.41,3.67,5.0,-1.67,22.62,19.73,27.3,11.36,20.79,2.85,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.13,7.45,0.0,2.89,40.16,0.0,0.89,2.03,10.1,25.35,5.0,8.96,1.35,49.47,20.63,1.22,19.27
643,LEVIX,Lazard US Equity Concentrated Portfolio Institutional Shares,15.56,0.52,0.0799995,17.76,11.38,14.667059,15.729412,Lazard US Equity Concentrated Portfolio Institutional Shares,0.08,0.52,14.67,15.73,Lazard US Equity Concentrated Portfolio Institutional Shares,Lazard,1290.0,15.67,1.25,3,2005-09-29,Growth,Large,0.76,19.28,4.11,3.0,2.62,15.67,8.23,10.0,10.94,15.31,-6.07,4.72,95.28,0.0,0.0,0.0,0.0,10.91,10.0,8.31,0.0,9.62,19.45,0.0,0.0,0.0,5.97,35.76,3.0,-2.86,0.98,86.64,11.3,0.79,8.9
644,HFMIX,The Hartford MidCap Fund Class I,29.44,-0.74,-0.22,33.27,20.63,27.22,29.403677000000002,The Hartford MidCap Fund Class I,-0.22,-0.74,27.22,29.4,The Hartford MidCap Fund Class I,Hartford Mutual Funds,13460.0,20.09,0.0,3,2009-02-26,Growth,Medium,0.82,21.14,3.06,3.0,1.44,20.09,7.55,15.34,10.89,16.26,-7.39,0.27,99.73,0.0,0.0,0.0,0.0,0.0,11.82,14.38,3.16,0.0,19.56,2.34,0.4,2.74,21.55,24.06,3.0,-0.47,1.21,86.2,13.96,1.0,11.64
645,LSVAX,Loomis Sayles Small Capital Value Fund Admin Class,20.2,-2.27,-0.47,28.21,14.6,18.387058,22.598087,Loomis Sayles Small Capital Value Fund Admin Class,-0.47,-2.27,18.39,22.6,Loomis Sayles Small Capital Value Fund Admin Class,Loomis Sayles Funds,805.64,14.15,0.0,2,1998-01-01,Blend,Small,1.43,14.64,1.63,2.0,-2.53,14.15,-2.82,8.29,5.49,13.77,-16.94,1.41,98.59,0.0,0.0,0.0,0.0,6.85,8.87,25.36,8.18,5.49,5.21,4.23,1.08,2.45,20.59,11.69,3.0,-6.71,1.21,70.95,15.44,0.51,5.77
646,USSCX,USAA Science & Technology Fund,25.41,-0.78,-0.2,29.56,16.76,23.317059,23.978823000000002,USAA Science & Technology Fund,-0.2,-0.78,23.32,23.98,USAA Science & Technology Fund,USAA,1410.0,20.67,0.0,3,1997-07-31,Growth,Large,1.04,22.21,4.31,3.0,2.61,20.67,10.75,18.79,15.41,19.8,-4.33,2.34,97.49,0.0,0.0,0.17,0.0,0.0,10.43,8.6,0.0,0.0,22.08,0.0,0.0,0.0,11.4,47.5,2.0,4.52,1.36,76.7,15.54,1.11,12.91
647,CHTTX,AMG Managers Fairpointe Mid Cap Fund Class N,28.21,-2.46,-0.7099979999999999,37.82,21.1,25.995588,30.630367,AMG Managers Fairpointe Mid Cap Fund Class N,-0.71,-2.46,26.0,30.63,AMG Managers Fairpointe Mid Cap Fund Class N,AMG Funds,2530.0,14.88,0.38,2,1994-09-18,Value,Medium,1.13,12.66,1.56,3.0,-1.32,14.88,-2.03,7.69,3.95,15.91,-18.58,3.43,96.57,0.0,0.0,0.0,0.0,4.85,36.49,7.82,0.0,8.0,7.73,0.0,0.0,3.86,15.81,15.43,5.0,-8.5,1.33,73.08,16.71,0.45,4.81
648,LMVYX,Lord Abbett Focused Small Cap Value Fund Class I,18.21,-3.14,-0.59,28.23,12.05,15.593235,20.523310000000002,Lord Abbett Focused Small Cap Value Fund Class I,-0.59,-3.14,15.59,20.52,Lord Abbett Micro Cap Value Fund Class I,Lord Abbett,118.98,11.56,0.0,2,1999-07-08,Growth,Small,1.63,17.14,1.78,2.0,-3.41,11.56,0.75,12.05,7.52,15.13,-9.31,0.0,100.0,0.0,0.0,0.0,0.0,10.99,17.31,20.29,3.16,4.85,4.38,4.11,0.0,0.66,27.44,6.81,3.0,-1.85,1.09,58.02,15.4,0.73,9.84
649,ICSCX,ICM Small Company Portfolio,22.3,-3.17,-0.729999,30.32,16.33,20.181176999999998,24.883454999999998,ICM Small Company Portfolio,-0.73,-3.17,20.18,24.88,ICM Small Company Portfolio,ICM Series Trust,810.41,14.12,0.16,3,1989-04-18,Blend,Small,0.93,14.26,1.44,4.0,-2.25,14.12,-0.2,12.24,7.42,15.98,-13.96,1.35,98.65,0.0,0.0,0.0,0.0,4.62,10.97,23.97,9.36,3.75,3.97,2.83,0.0,3.73,21.13,15.67,5.0,-3.76,1.3,62.03,17.67,0.67,8.44
650,FIOTX,Fidelity Advisor Managed Retirement 2005 Fund Class M,58.72,0.09,0.049998,58.9,57.55,58.72,58.72,Fidelity Advisor Managed Retirement 2005 Fund Class M,0.05,0.09,58.72,58.72,Fidelity Advisor Managed Retirement 2005 Fund Class M,Fidelity Investments,5.54,4.4,1.46,3,2007-08-29,Blend,Large,0.98,14.12,1.76,3.0,1.41,4.4,2.5,5.07,3.7,8.17,-2.46,18.63,17.99,62.91,0.04,0.22,0.19,4.86,12.19,22.41,2.66,6.48,11.08,1.99,2.17,6.78,10.25,19.11,2.0,0.52,0.48,84.15,3.17,1.16,7.86
651,MSCFX,Mairs & Power Small Cap Fund,22.44,-1.84,-0.42,27.42,15.99,20.209705,23.341764,Mairs & Power Small Cap Fund,-0.42,-1.84,20.21,23.34,Mairs & Power Small Cap Fund,Mairs & Power,420.48,11.43,0.58,4,2011-08-10,Growth,Small,1.04,17.01,2.0,4.0,-3.13,11.43,7.25,10.71,6.97,0.0,-6.91,1.68,98.32,0.0,0.0,0.0,0.0,6.38,6.1,19.39,6.09,4.57,11.4,3.51,0.0,2.83,24.5,15.23,3.0,-4.1,1.18,67.52,15.44,0.65,7.97
652,FIMPX,Nuveen Small Cap Growth Opportunities Fund Class I,28.63,-1.55,-0.45,29.67,18.76,25.755589,26.295440000000003,Nuveen Small Cap Growth Opportunities Fund Class I,-0.45,-1.55,25.76,26.3,Nuveen Small Cap Growth Opportunities Fund Class I,Nuveen,102.96,16.53,0.0,3,1995-07-31,Growth,Small,1.0,20.76,3.1,3.0,-1.65,16.53,7.02,15.24,7.81,16.74,-5.21,2.22,97.52,0.0,0.26,0.0,0.0,6.8,17.53,7.1,0.0,3.01,20.78,0.0,0.0,1.91,16.27,26.61,4.0,-1.98,1.37,71.39,17.4,0.83,10.19
653,WILNX,William Blair International Leaders Fund Class N Shares,16.88,1.14,0.190001,18.64,12.68,15.725,16.772867,William Blair International Leaders Fund Class N Shares,0.19,1.14,15.73,16.77,William Blair International Leaders Fund Class N Shares,William Blair,490.98,13.77,0.37,5,2012-08-15,Growth,Large,1.25,19.15,3.3,5.0,1.88,13.77,-0.32,9.83,6.34,0.0,-12.7,1.43,98.57,0.0,0.0,0.0,0.0,5.1,13.81,18.29,1.53,5.91,6.72,1.62,1.75,4.97,16.54,23.75,4.0,1.56,1.03,85.63,11.73,0.75,8.32
654,FMPOX,Fidelity Advisor Mid Cap Value Fund Class I,18.48,-1.28,-0.24,23.09,13.05,17.029118,19.925808,Fidelity Advisor Mid Cap Value Fund Class I,-0.24,-1.28,17.03,19.93,Fidelity Advisor Mid Cap Value Fund Class I,Fidelity Investments,1960.0,13.02,1.93,3,2007-02-12,Value,Medium,0.53,12.37,1.79,3.0,-1.2,13.02,-4.6,6.15,5.35,15.52,-18.85,2.55,97.45,0.0,0.0,0.0,0.0,8.78,12.24,16.65,13.36,6.11,6.71,9.14,0.0,5.74,12.45,8.81,3.0,-7.11,1.04,82.16,12.35,0.44,4.65
655,JDEAX,JPMorgan U.S. Research Enhanced Equity Fund Class A,25.89,-0.27,-0.07,28.83,18.82,24.408823,25.520367,JPMorgan U.S. Research Enhanced Equity Fund Class A,-0.07,-0.27,24.41,25.52,JPMorgan U.S. Research Enhanced Equity Fund Class A,JPMorgan,6420.0,13.31,1.19,3,2001-09-27,Blend,Large,0.6,16.29,2.65,3.0,1.71,13.31,8.37,12.5,9.11,15.22,-5.87,0.75,99.25,0.0,0.0,0.0,0.0,2.63,13.22,16.03,2.25,6.14,15.01,3.24,3.7,5.32,11.7,20.77,3.0,-1.24,1.03,98.81,11.14,1.0,10.86
656,RRTRX,T. Rowe Price Retirement 2045 Fund Class R,16.8,0.0,0.0,19.07,12.67,15.801176000000002,17.059706,T. Rowe Price Retirement 2045 Fund Class R,0.0,0.0,15.8,17.06,T. Rowe Price Retirement 2045 Fund Class R,T. Rowe Price,8760.0,12.09,0.82,5,2007-05-30,Growth,Large,1.22,16.57,2.15,5.0,1.17,12.09,2.8,10.41,6.96,13.11,-8.03,2.33,87.94,9.5,0.05,0.11,0.07,4.26,12.38,17.91,2.7,7.46,14.73,4.26,2.54,4.31,10.17,19.26,4.0,-0.67,1.46,95.5,9.16,0.99,6.24
657,DGLRX,BNY Mellon Global Stock Fund - Class I,22.09,1.01,0.22,24.3,16.9,20.914412,21.953089000000002,BNY Mellon Global Stock Fund - Class I,0.22,1.01,20.91,21.95,Dreyfus Global Stock Fund Class I,Dreyfus,1310.0,15.2,0.75,4,2006-12-28,Growth,Large,0.94,21.52,4.54,4.0,3.26,15.2,12.38,13.39,9.16,12.51,-1.73,3.09,96.91,0.0,0.0,0.0,0.0,3.78,15.16,5.49,0.0,10.13,21.31,2.58,0.0,5.65,11.84,24.06,2.0,6.2,0.8,72.2,9.97,1.19,15.14
658,POLIX,Polen Growth Fund Institutional Class,36.82,0.63,0.23,38.19,26.62,34.282352,34.080513,Polen Growth Fund Institutional Class,0.23,0.63,34.28,34.08,Polen Growth Fund Institutional Class,Polen Capital,3330.0,16.71,0.0,5,2010-09-14,Growth,Large,1.0,24.77,8.98,5.0,3.96,16.71,22.06,17.05,16.32,0.0,7.82,3.83,96.17,0.0,0.0,0.0,0.0,0.0,17.77,13.92,0.0,8.25,11.97,0.0,0.0,0.0,4.97,43.13,2.0,3.3,1.0,80.41,11.95,1.28,15.84
659,GTSCX,Glenmede Small Cap Equity Portfolio Institutional Class,22.42,-2.56,-0.59,28.22,14.92,19.74794,23.48206,Glenmede Small Cap Equity Portfolio Institutional Class,-0.59,-2.56,19.75,23.48,Glenmede Small Cap Equity Portfolio Institutional Class,Glenmede,2940.0,12.42,0.34,3,1998-01-01,Blend,Small,0.7,14.41,1.77,3.0,-2.86,12.42,-4.31,8.82,5.19,15.92,-15.72,2.4,97.6,0.0,0.0,0.0,0.0,5.83,15.01,14.72,6.86,2.78,14.86,1.61,1.63,4.25,10.24,22.21,4.0,-7.76,1.36,74.32,16.95,0.51,5.53
660,KLCIX,Federated Kaufmann Large Cap Fund Institutional Shares,29.54,0.51,0.149999,31.8,20.98,27.451765,27.943676,Federated Kaufmann Large Cap Fund Institutional Shares,0.15,0.51,27.45,27.94,Federated Kaufmann Large Cap Fund Institutional Shares,Federated,3260.0,18.47,0.0,4,2007-12-04,Growth,Large,0.84,17.9,4.45,4.0,3.09,18.47,13.19,16.52,12.04,18.17,0.12,3.38,96.62,0.0,0.0,0.0,0.0,2.96,14.44,11.63,4.07,1.52,21.72,0.0,2.61,0.0,12.25,28.79,4.0,2.28,1.04,83.75,12.28,1.21,14.58
661,FFGRX,Emerald Growth Fund Investor Class,25.43,-1.78,-0.46,28.13,16.46,22.849411,24.267279000000002,Emerald Growth Fund Investor Class,-0.46,-1.78,22.85,24.27,Emerald Growth Fund Investor Class,Emerald,1330.0,20.81,0.0,3,2011-05-01,Growth,Small,1.08,24.27,2.95,3.0,-0.95,20.81,8.69,17.0,9.3,17.88,-11.91,1.86,98.14,0.0,0.0,0.0,0.0,3.57,15.97,9.8,1.23,6.87,22.45,0.38,3.02,1.22,10.8,24.68,4.0,-0.43,1.37,69.87,17.58,0.91,11.48
662,EGFIX,Edgewood Growth Fund Class Institutional,42.21,0.81,0.34,42.14,29.03,38.946175,37.845074,Edgewood Growth Fund Class Institutional,0.34,0.81,38.95,37.85,Edgewood Growth Fund Class Institutional,Edgewood,14150.0,16.36,0.0,5,2006-02-27,Growth,Large,1.0,26.22,4.86,5.0,3.84,16.36,11.75,19.88,16.2,17.81,2.31,1.79,98.21,0.0,0.0,0.0,0.0,3.83,17.3,26.88,5.49,2.64,12.53,0.0,6.46,0.0,3.6,21.26,4.0,5.1,1.06,74.96,13.12,1.36,17.57
663,BUFTX,Buffalo Discovery Fund,24.3,0.04,0.010001000000000001,27.83,17.24,22.606766,23.838089,Buffalo Discovery Fund,0.01,0.04,22.61,23.84,Buffalo Discovery Fund,Buffalo,1750.0,19.52,0.0,4,2001-04-15,Growth,Medium,1.02,19.89,4.14,4.0,2.35,19.52,10.34,14.54,10.93,17.73,-6.54,5.68,94.32,0.0,0.0,0.0,0.0,7.27,12.82,6.35,2.46,0.0,16.41,0.0,0.54,0.44,22.5,31.22,3.0,0.13,1.08,86.66,12.5,1.05,12.24
664,FSMVX,Fidelity Mid Cap Value Fund,18.65,-1.27,-0.24,23.31,13.17,17.185292999999998,20.109632,Fidelity Mid Cap Value Fund,-0.24,-1.27,17.19,20.11,Fidelity Mid Cap Value Fund,Fidelity Investments,1960.0,13.0,1.91,3,2001-11-14,Value,Medium,0.53,12.37,1.79,3.0,-1.19,13.0,-4.55,6.16,5.37,15.55,-18.84,2.55,97.45,0.0,0.0,0.0,0.0,8.78,12.24,16.65,13.36,6.11,6.71,9.14,0.0,5.74,12.45,8.81,3.0,-7.1,1.04,82.23,12.34,0.44,4.66
665,PRHSX,T. Rowe Price Health Sciences Fund,85.15,0.77,0.65,85.02,60.38,80.99559,79.3811,T. Rowe Price Health Sciences Fund,0.65,0.77,81.0,79.38,T. Rowe Price Health Sciences Fund,T. Rowe Price,13230.0,15.51,0.0,5,1995-12-28,Growth,Large,0.77,20.0,4.01,5.0,0.77,15.51,15.36,15.15,13.53,21.54,1.23,0.16,99.46,0.0,0.05,0.21,0.12,0.0,0.0,0.0,0.0,0.0,99.71,0.0,0.0,0.0,0.0,0.29,4.0,1.8,1.32,67.49,16.11,0.88,10.52
666,PRIUX,T. Rowe Price International Stock Fund I Class,16.62,0.79,0.129998,19.11,12.8,15.644706,17.045147,T. Rowe Price International Stock Fund I Class,0.13,0.79,15.64,17.05,T. Rowe Price International Stock Fund I Class,T. Rowe Price,14520.0,13.03,1.58,3,2015-08-27,Growth,Large,0.66,16.4,1.89,3.0,1.62,13.03,-2.89,8.71,4.62,11.09,-13.81,2.91,96.58,0.0,0.51,0.0,0.0,2.79,14.71,18.5,0.74,13.19,9.62,0.0,2.97,4.26,11.61,21.61,3.0,0.66,1.0,90.11,11.1,0.69,7.44
667,MIPTX,Matthews Pacific Tiger Fund Institutional Class,24.48,-0.08,-0.02,29.54,20.41,24.16147,26.358456,Matthews Pacific Tiger Fund Institutional Class,-0.02,-0.08,24.16,26.36,Matthews Pacific Tiger Fund Institutional Class,Matthews Asia Funds,9240.0,7.6,0.87,4,2010-10-28,Growth,Large,0.89,16.57,2.53,4.0,2.01,7.6,-3.41,10.25,7.76,13.87,-10.94,0.54,99.46,0.0,0.0,0.0,0.0,1.23,10.79,24.75,6.89,20.25,7.01,4.19,4.26,0.0,6.25,14.37,2.0,3.61,0.78,57.88,10.76,0.84,11.56
668,FARPX,Fidelity Advisor Simplicity RMD 2005 Fund Class A,58.34,0.09,0.05,58.49,57.14,58.34,58.34,Fidelity Advisor Simplicity RMD 2005 Fund Class A,0.05,0.09,58.34,58.34,Fidelity Advisor Simplicity RMD 2005 Fund Class A,Fidelity Investments,17.71,4.47,1.86,3,2007-08-29,Blend,Large,0.73,14.07,1.75,3.0,1.42,4.47,2.75,5.64,4.15,8.71,-2.23,22.77,18.18,58.67,0.03,0.22,0.09,4.83,12.25,22.36,2.64,6.47,11.18,2.01,2.17,6.81,10.25,19.03,3.0,0.99,0.49,82.02,3.28,1.28,8.85
669,ABLOX,Alger Balanced Portfolio Class I-2,15.14,-0.13,-0.020000999999999998,16.21,12.48,14.637647,15.175294000000001,Alger Balanced Portfolio Class I-2,-0.02,-0.13,14.64,15.18,Alger Balanced Portfolio Class I-2,Alger,44.88,7.53,4.25,4,1989-09-04,Blend,Large,1.17,15.13,2.9,4.0,1.45,7.53,6.12,8.7,7.39,9.82,-3.32,0.86,61.82,37.32,0.0,0.0,0.0,1.79,9.85,15.09,4.44,7.99,15.51,1.33,5.04,6.06,9.67,23.23,2.0,0.78,0.98,85.81,6.45,1.12,7.58
670,JPDEX,JPMorgan Tax Aware Equity Fund Class I,36.65,-0.14,-0.05,40.06,26.54,34.528529999999996,35.809338000000004,JPMorgan Tax Aware Equity Fund Class I,-0.05,-0.14,34.53,35.81,JPMorgan Tax Aware Equity Fund Class I,JPMorgan,1270.0,13.18,1.01,4,1997-01-29,Growth,Large,0.55,17.86,3.05,4.0,2.99,13.18,8.71,13.91,10.78,15.79,-4.93,0.27,99.73,0.0,0.0,0.0,0.0,1.64,11.26,18.16,0.0,3.92,17.26,2.08,2.36,5.28,13.96,24.09,4.0,0.04,1.03,95.5,11.32,1.1,12.23
671,DODBX,Dodge & Cox Balanced Fund,89.57,-1.05,-0.95,106.31,71.31,85.11794,94.11963,Dodge & Cox Balanced Fund,-0.95,-1.05,85.12,94.12,Dodge & Cox Balanced Fund,Dodge & Cox,15170.0,7.8,1.93,5,1931-06-25,Blend,Large,0.53,13.56,1.68,5.0,0.39,7.8,4.38,10.39,6.86,13.1,-4.62,4.4,60.79,34.26,0.0,0.27,0.28,0.91,4.32,25.84,0.0,0.97,21.64,0.0,9.9,9.75,7.99,18.68,5.0,1.64,1.1,67.63,8.16,1.09,8.28
672,PFPMX,Parnassus Mid Cap Fund Institutional Shares,32.11,0.6,0.19,37.18,23.3,29.872942,32.803309999999996,Parnassus Mid Cap Fund Institutional Shares,0.19,0.6,29.87,32.8,Parnassus Mid Cap Fund Institutional Shares,Parnassus,3400.0,16.09,0.85,5,2015-04-29,Growth,Medium,0.75,21.71,3.45,4.0,2.1,16.09,10.67,12.34,10.13,16.15,-6.39,6.69,93.31,0.0,0.0,0.0,0.0,6.56,7.6,11.75,4.5,8.26,11.34,1.28,1.62,2.19,20.84,24.06,1.0,0.45,0.87,80.9,10.42,1.05,12.66
673,SGOVX,First Eagle Overseas Fund Class A,21.86,0.41,0.09,25.22,18.08,21.07147,22.473383,First Eagle Overseas Fund Class A,0.09,0.41,21.07,22.47,First Eagle Overseas Fund Class A,First Eagle,13760.0,7.86,1.15,4,1993-08-30,Blend,Large,1.15,14.39,1.1,3.0,0.74,7.86,-2.25,4.18,2.61,8.47,-10.29,11.8,77.21,1.83,9.16,0.0,0.0,15.78,10.54,14.69,4.97,15.8,5.71,0.0,5.62,4.57,15.73,6.59,1.0,-1.59,0.66,86.28,7.53,0.41,4.36
